title,authors,language_code,num_pages,category
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,eng,0.0,short
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,eng,743.0,large
Forever Amber,Kathleen Winsor,eng,972.0,large
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,en-GB,160.0,short
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,eng,96.0,short
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,eng,336.0,medium
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,eng,509.0,large
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,eng,221.0,medium
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,eng,341.0,medium
Dragon's Eye (Stonefort  #1),James A. Hetley,en-US,368.0,medium
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,en-GB,279.0,medium
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,eng,32.0,short
Here I Stand: A Life of Martin Luther,Roland H. Bainton,eng,336.0,medium
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,ger,1227.0,large
'Salem's Lot,Stephen King/Jerry N. Uelsmann,eng,594.0,large
'Salem's Lot,Stephen King/Ron McLarty,eng,17.0,short
'Salem's Lot,Stephen King,eng,405.0,large
Carrie / 'Salem's Lot / The Shining,Stephen King,eng,1096.0,large
'Salem's Lot,Stephen King,en-US,427.0,large
'Salem's Lot,Stephen King,eng,586.0,large
Orientalism,Edward W. Said,eng,396.0,medium
Interpreter of Maladies,Jhumpa Lahiri,eng,198.0,short
The Faiths of the Founding Fathers,David L. Holmes,en-US,225.0,medium
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,eng,338.0,medium
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,eng,384.0,medium
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,en-US,86.0,short
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,eng,339.0,medium
Animal Farm / 1984,George Orwell/Christopher Hitchens,eng,400.0,medium
1984,George Orwell/Erich Fromm,eng,268.0,medium
Nineteen Eighty-Four,George Orwell,eng,387.0,medium
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,eng,340.0,medium
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,eng,340.0,medium
Brave New World Revisited,Aldous Huxley,eng,123.0,short
Brave New World,Aldous Huxley,eng,259.0,medium
Andrew Carnegie,David Nasaw,eng,896.0,large
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,eng,1313.0,large
Children of the Alley,Naguib Mahfouz/Peter Theroux,eng,464.0,large
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,eng,168.0,short
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,eng,167.0,short
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,eng,286.0,medium
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,eng,416.0,large
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,eng,112.0,short
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,eng,113.0,short
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,eng,252.0,medium
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,eng,70.0,short
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,eng,64.0,short
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,en-GB,80.0,short
Dear John,Nicholas Sparks,eng,276.0,medium
All the King's Men,Robert Penn Warren,eng,439.0,large
Cliffs notes on Warren's All the King's Men,L. David Allen,eng,80.0,short
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,eng,264.0,medium
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,en-US,364.0,medium
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,eng,391.0,medium
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,en-US,3.0,short
What Do You Care What Other People Think?,Richard P. Feynman,eng,256.0,medium
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,en-US,512.0,large
QED: The Strange Theory of Light and Matter,Richard P. Feynman,eng,158.0,short
Kiffe Kiffe Demain (French Edition),Faïza Guène,fre,182.0,short
iWoz,Steve Wozniak/Gina Smith,en-GB,313.0,medium
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,eng,193.0,short
Cradle and All,James Patterson,eng,384.0,medium
The Creation of the American Republic  1776-1787,Gordon S. Wood,eng,675.0,large
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,eng,832.0,large
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,en-US,276.0,medium
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,eng,188.0,short
Ethics and the Limits of Philosophy,Bernard Williams,en-US,230.0,medium
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,eng,232.0,medium
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,eng,1136.0,large
The Elephant War,Gillian Avery,eng,256.0,medium
The Wind in the Willows,Kenneth Grahame/Gillian Avery,eng,197.0,short
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,eng,379.0,medium
Holiday Romance and Other Writings for Children,Charles Dickens,eng,368.0,medium
Ideas Have Consequences,Richard M. Weaver,eng,198.0,short
The Ethics of Rhetoric,Richard M. Weaver,eng,240.0,medium
Manliness,Harvey Mansfield,eng,304.0,medium
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,en-US,838.0,large
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,eng,796.0,large
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,eng,467.0,large
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,eng,192.0,short
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,eng,230.0,medium
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,eng,548.0,large
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,eng,344.0,medium
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,eng,647.0,large
If I Die in a Combat Zone,Tim O'Brien,eng,208.0,medium
If I Die In A Combat Zone,Tim O'Brien,eng,208.0,medium
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,eng,912.0,large
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,eng,388.0,medium
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,eng,400.0,medium
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,en-US,208.0,medium
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,eng,424.0,large
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,en-US,64.0,short
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,eng,496.0,large
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,eng,528.0,large
The Language Instinct: How the Mind Creates Language,Steven Pinker,eng,448.0,large
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,eng,432.0,large
Fight Club,Chuck Palahniuk,eng,218.0,medium
BSD Hacks,Lavigne,en-US,450.0,large
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,eng,471.0,large
Choke,Stuart Woods,eng,352.0,medium
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,eng,272.0,medium
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,eng,210.0,medium
El Aleph,Jorge Luis Borges,spa,253.0,medium
Vanity Fair,William Makepeace Thackeray/John Carey,eng,867.0,large
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,eng,696.0,large
Vanity Fair,William Makepeace Thackeray,eng,672.0,large
V for Vendetta,Alan Moore/David   Lloyd,eng,296.0,medium
V.,Thomas Pynchon/Carlos Martín Ramírez,fre,640.0,large
Girl in the Shadows (Shadows  #2),V.C. Andrews,en-US,400.0,medium
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,eng,358.0,medium
Heaven (Casteel  #1),V.C. Andrews,eng,464.0,large
Slow Learner: Early Stories,Thomas Pynchon,eng,208.0,medium
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,eng,424.0,large
Casino Royale,Ian Fleming,eng,181.0,short
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,eng,96.0,short
Bel Canto,Ann Patchett,eng,352.0,medium
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,eng,608.0,large
Mini-Manual of the Urban Guerrilla,Carlos Marighella,en-US,66.0,short
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,en-US,264.0,medium
A Bend in the River,V.S. Naipaul,eng,326.0,medium
The Middle Passage,V.S. Naipaul,en-US,256.0,medium
Magic Seeds,V.S. Naipaul,eng,280.0,medium
Half a Life,V.S. Naipaul,eng,224.0,medium
North of South: An African Journey,Shiva Naipaul,eng,352.0,medium
V.S. Naipaul,Bruce Alvin King,eng,240.0,medium
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,eng,670.0,large
Regeneration (Species Imperative  #3),Julie E. Czerneda,en-US,543.0,large
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,eng,592.0,large
The Sparrow (The Sparrow  #1),Mary Doria Russell,eng,506.0,large
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,eng,144.0,short
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,en-US,122.0,short
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,eng,119.0,short
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,eng,123.0,short
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,en-US,135.0,short
The Woman in White,Wilkie Collins/Matthew Sweet,eng,672.0,large
The Woman in White,Wilkie Collins,eng,504.0,large
The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,eng,696.0,large
The Woman in White,Wilkie Collins/Camille Cauti,eng,635.0,large
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,eng,1200.0,large
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,eng,624.0,large
The Hobbit  or There and Back Again,J.R.R. Tolkien,eng,366.0,medium
The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,eng,411.0,large
Poems From The Hobbit,J.R.R. Tolkien,eng,57.0,short
The Hobbit: Or There and Back Again,J.R.R. Tolkien,eng,481.0,large
The Hobbit,J.R.R. Tolkien,eng,277.0,medium
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,eng,64.0,short
The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,eng,200.0,short
Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,eng,70.0,short
Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,eng,160.0,short
Love,Pablo Neruda,eng,43.0,short
Anil's Ghost,Michael Ondaatje,eng,311.0,medium
Waiting for My Cats to Die: A Memoir,Stacy Horn,eng,320.0,medium
Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,eng,288.0,medium
Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,eng,46.0,short
A Sparrow Falls (Courtney #3),Wilbur Smith,eng,640.0,large
Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,eng,304.0,medium
Sparrow Hawk Red,Ben Mikaelsen,eng,185.0,short
The Fall of a Sparrow,Robert Hellenga,eng,464.0,large
The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,en-US,251.0,medium
Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,eng,160.0,short
Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,eng,160.0,short
An Episode of Sparrows,Rumer Godden,en-GB,247.0,medium
Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,eng,256.0,medium
混血王子的背叛 (哈利波特  #6),J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華,zho,735.0,large
火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,zho,768.0,large
Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,eng,184.0,short
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,eng,528.0,large
Juniper,Monica Furlong,eng,198.0,short
The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,en-GB,194.0,short
The Road Back,Erich Maria Remarque,eng,352.0,medium
Robinson Crusoe,Daniel Defoe/L.J. Swingle,eng,312.0,medium
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,en-US,272.0,medium
The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,eng,272.0,medium
Transform Your Life: A step-by-step programme for change,Diana Cooper,eng,176.0,short
A Short History of Byzantium,John Julius Norwich,eng,496.0,large
The Middle Sea: A History of the Mediterranean,John Julius Norwich,eng,588.0,large
A History of Venice,John Julius Norwich,eng,673.0,large
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,eng,816.0,large
Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,eng,129.0,short
Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,eng,132.0,short
Siddhartha,Hermann Hesse,fre,160.0,short
The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,eng,528.0,large
The Moonstone,Wilkie Collins,en-GB,464.0,large
The Moonstone,Wilkie Collins/P.D. James,eng,576.0,large
Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,eng,320.0,medium
Beloved,Toni Morrison,eng,324.0,medium
Cry  the Beloved Country,Alan Paton,eng,316.0,medium
Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,eng,160.0,short
Come Away My Beloved,Frances J. Roberts,eng,192.0,short
Israel  My Beloved,Kay Arthur,eng,448.0,large
Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,eng,156.0,short
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,en-US,272.0,medium
Reservation Blues,Sherman Alexie,eng,306.0,medium
The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,eng,1040.0,large
Music & Silence,Rose Tremain,eng,485.0,large
The Periodic Table,Primo Levi,en-GB,194.0,short
Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,eng,187.0,short
The Reawakening,Primo Levi/Stuart J. Woolf,eng,230.0,medium
The Drowned and the Saved,Primo Levi,eng,170.0,short
The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,eng,192.0,short
Primo Levi: A Life,Ian Thomson,eng,640.0,large
Wuthering Heights,Emily Brontë,eng,279.0,medium
Disgrace,J.M. Coetzee,eng,220.0,medium
Waiting for the Barbarians,J.M. Coetzee,eng,152.0,short
The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,eng,136.0,short
Boyhood: Scenes from Provincial Life,J.M. Coetzee,eng,166.0,short
Youth,J.M. Coetzee,eng,176.0,short
Age of Iron,J.M. Coetzee,eng,198.0,short
The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,eng,402.0,large
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,eng,1144.0,large
The Axe (The Master of Hestviken  #1),Sigrid Undset/Arthur G. Chater,eng,304.0,medium
The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,eng,366.0,medium
The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,eng,305.0,medium
The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,en-US,384.0,medium
Jenny,Sigrid Undset/Tiina Nunnally,eng,330.0,medium
The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,eng,406.0,large
Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,eng,161.0,short
The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,eng,240.0,medium
The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,en-US,288.0,medium
An Imaginary Life,David Malouf,eng,156.0,short
The Great World,David Malouf,eng,336.0,medium
A Very Long Engagement,Sébastien Japrisot,eng,320.0,medium
Birdsong,Sebastian Faulks,eng,483.0,large
The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,eng,192.0,short
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,en-US,368.0,medium
The Road,Cormac McCarthy,eng,241.0,medium
The Road to Serfdom,Friedrich A. Hayek,eng,272.0,medium
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,eng,346.0,medium
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,en-US,964.0,large
Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,eng,329.0,medium
Howl and Other Poems,Allen Ginsberg/William Carlos Williams,eng,56.0,short
When Rabbit Howls,Truddi Chase/Robert A. Phillips,eng,400.0,medium
The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,eng,256.0,medium
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg/Barry Miles,eng,208.0,medium
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,eng,312.0,medium
Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,eng,176.0,short
Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,eng,89.0,short
Charlie and the Chocolate Factory (Abridged),Roald Dahl,en-US,40.0,short
Collected Stories,Roald Dahl/Jeremy Treglown,eng,850.0,large
Roald Dahl Treasury,Roald Dahl,eng,448.0,large
Dirty Beasts,Roald Dahl/Quentin Blake,eng,32.0,short
